GSM2652126	GSM2652127	GSM2652129	GSM2652134	GSM2652135	GSM2652136
1433926_at	316	218	316	452	779	94
1433927_at	312	64	13	316	357	215
1433928_a_at	82	10	12	1741	2415	2372
1433929_at	7	5	6	16	8	253
1433930_at	5	5	5	5	5	5
1433931_at	1701	19	1623	1105	2096	1880
1433932_x_at	1266	33	1218	930	1478	1514
1433933_s_at	8	5	5	300	5	26
1433934_at	152	68	563	52	361	94
1433935_at	35	8	16	31	118	26
1433936_at	19	19	12	842	236	19
1433937_at	966	684	1278	739	398	64
1433938_at	358	152	262	209	192	72
1433939_at	29	55	352	136	517	715
1433940_at	196	44	345	132	132	372
1433941_at	28	21	28	28	19	28
1433942_at	641	1387	714	158	194	1173
1433943_at	5	5	5	5	7	133
1433944_at	34	60	37	34	73	53
1433945_at	42	6	6	5	5	6
1433946_at	9	53	10	250	416	10
1433947_at	7	7	6	7	6	7
1433948_at	5	5	5	5	5	5
1433949_x_at	5	5	5	5	5	5
1433950_at	805	804	255	86	31	15
1433951_at	243	238	132	352	369	321
1433952_at	64	62	30	29	60	138
1433953_at	624	264	14	485	93	610
1433954_at	272	417	187	448	574	99
1433955_at	14	8	130	199	171	13
1433956_at	28	6	5	5	5	5
1433957_at	76	43	8	140	61	6
1433958_at	8	8	7	79	85	62
1433959_at	5	5	5	5	5	5
1433960_at	19	54	43	103	282	22
1433961_at	7	7	7	25	59	20
1433962_at	234	32	8	1338	1461	1214
1433963_a_at	6	6	6	6	6	6
1433964_s_at	5	5	5	5	5	5
1433965_at	538	742	414	7	8	6
1433966_x_at	224	6	6	198	651	544
1433967_at	5	6	6	6	5	6
1433968_a_at	627	173	572	861	643	608
1433969_at	5	5	5	5	5	5
1433970_at	228	297	205	330	298	286
1433971_at	91	6	156	20	216	113
1433972_at	9	19	6	206	99	114
1433973_at	91	139	102	3251	1734	1472
1433974_at	9	107	8	94	409	313
1433975_at	127	102	25	139	25	238
1433976_at	60	262	114	32	35	93
1433977_at	17	35	5	6	5	23
1433978_at	61	26	35	17	11	11
1433979_at	5	5	5	5	21	5
1433980_at	9	5	23	10	36	76
1433981_s_at	98	20	148	110	14	130
1433982_at	34	6	6	6	21	75
1433983_at	7	6	125	10	8	95
1433984_a_at	4550	2620	4963	3840	6188	3023
1433985_at	1220	970	2210	579	1419	884
1433986_at	172	12	81	440	224	64
1433987_at	247	171	5	5	5	20
1433988_s_at	21	6	6	104	110	74
1433989_at	10447	12346	12601	2623	1137	1041
1433990_at	5	5	5	5	5	5
1433991_x_at	12788	11286	13772	10692	9892	11074
1433992_at	442	80	351	315	10	63
1433993_at	8	105	80	13	95	36
1433994_at	23	123	40	22	53	23
1433995_s_at	402	374	1374	304	917	217
1433996_at	6	44	7	128	119	24
1433997_at	602	98	23	351	224	148
1433998_at	17	7	23	7	7	12
1433999_at	586	38	84	275	233	486
1434000_at	564	587	255	627	1066	594
1434001_at	129	171	28	1019	333	1796
1434002_at	783	614	112	89	868	1314
1434003_a_at	1193	1307	57	406	712	43
1434004_at	195	5	20	32	103	7
1434005_at	1922	920	1399	80	15	5
1434006_at	1175	767	1025	309	163	19
1434007_at	5	5	5	5	5	5
1434008_at	1327	1806	40	19	5	16
1434009_at	314	262	158	258	441	356
1434010_at	113	63	5	895	194	194
1434011_a_at	1831	48	674	404	4113	382
1434012_at	18	19	21	34	47	39
1434013_at	6	6	6	6	6	6
1434014_at	120	252	85	116	56	181
1434015_at	5	6	6	6	6	6
1434016_at	7	147	10	169	73	106
1434017_at	5	5	15	33	5	5
1434018_at	901	1218	2902	3330	1831	1858
1434019_at	875	123	303	2821	2253	996
1434020_at	201	717	235	1815	1679	1417
1434021_at	2437	2007	1898	904	672	783
1434022_at	217	529	196	122	278	449
1434023_at	40	63	42	47	67	42
1434024_at	5	5	5	5	5	5
1434025_at	14	6	6	6	5	6
1434026_at	10	10	5	24	10	10
1434027_at	8	10	202	43	6	8
1434028_at	694	1012	688	166	347	374
1434029_at	31	24	18	188	117	188
1434030_at	68	10	329	565	714	131
1434031_at	184	5	5	8	5	30
1434032_at	9	5	20	5	5	5
1434033_at	134	7	612	108	193	162
1434034_at	6	10	25	6	6	9
1434035_at	14	6	6	99	82	5
1434036_at	97	197	184	450	581	1044
1434037_s_at	594	598	203	23	56	111
1434038_at	100	65	5	15	48	15
1434039_at	506	3488	470	221	696	863
1434040_at	1391	1159	1302	1817	2309	2598
1434041_at	13	98	16	64	13	25
1434042_s_at	680	302	211	127	454	125
1434043_a_at	4404	5876	2329	2219	2740	4055
1434044_at	1204	1987	1004	502	977	1454
1434045_at	910	2141	2694	2150	2273	2260
1434046_at	5	6	5	5	5	6
1434047_x_at	1649	1424	1706	2713	3931	3861
1434048_at	326	348	412	25	35	33
1434049_at	5	5	5	5	5	6
1434050_at	4	4	4	4	4	4
1434051_s_at	216	13	13	72	11	151
1434052_at	1027	6	202	6	6	21
1434053_x_at	8951	2214	5870	9604	8633	12699
1434054_at	128	9	6	108	27	6
1434055_at	5	5	5	5	7	5
1434056_a_at	1835	1863	1906	2043	1835	2172
1434057_at	785	790	1135	2107	1511	1964
1434058_at	67	103	110	76	277	193
1434059_at	556	179	1027	32	6	21
1434060_at	405	416	26	197	251	579
1434061_at	38	27	27	85	61	32
1434062_at	322	57	4	81	20	4
1434063_at	87	219	60	602	1257	535
1434064_at	11	58	31	6	6	6
1434065_at	6	33	6	95	6	6
1434066_at	159	48	54	387	233	93
1434067_at	6	6	6	6	6	6
1434068_s_at	6	6	6	6	6	6
1434069_at	2999	2822	5385	72	287	47
1434070_at	126	49	40	1184	1466	1310
1434071_a_at	7	5	5	50	6	10
1434072_at	76	7	131	71	13	10
1434073_at	384	349	220	383	73	64
1434074_x_at	5	5	5	5	5	6
1434075_at	993	697	660	738	237	267
1434076_at	435	229	129	174	214	92
1434077_at	50	200	80	76	49	115
1434078_at	7	13	6	11	232	207
1434079_s_at	5	6	6	695	1165	745
1434080_at	517	98	438	790	1123	1335
1434081_at	645	45	208	230	758	764
1434082_at	599	1360	565	305	746	222
1434083_a_at	2504	7	545	5	20	40
1434084_at	913	368	1055	853	1454	1900
1434085_at	10	5	5	5	5	5
1434086_at	240	29	124	6	27	6
1434087_at	5	5	5	5	45	5
1434088_at	63	65	24	85	63	452
1434089_at	5	5	5	16	5	5
1434090_at	10	7	7	30	7	7
1434091_at	5	5	5	5	5	5
1434092_at	5	6	6	6	5	6
1434093_at	6	6	6	6	5	27
1434094_at	19	184	66	9	9	19
1434095_at	8	38	8	13	7	8
1434096_at	6542	6401	6451	350	239	848
1434097_at	18	6	6	6	6	10
1434098_at	30	5	5	5	5	5
1434099_at	397	401	228	12	120	40
1434100_x_at	343	405	174	20	104	21
1434101_at	969	333	1699	3120	3590	3024
1434102_at	1198	783	1235	2803	2815	4140
1434103_at	676	301	21	75	70	173
1434104_at	267	123	50	589	224	281
1434105_at	93	11	152	42	101	1507
1434106_at	50	372	356	213	377	35
1434107_at	86	994	14	98	363	236
1434108_at	335	100	129	277	320	318
1434109_at	5	5	5	5	5	5
1434110_x_at	6	6	6	6	6	6
1434111_at	56	217	10	155	40	284
1434112_at	13	248	28	137	43	182
1434113_a_at	373	878	185	306	321	494
1434114_at	31	17	16	6	19	71
1434115_at	15	5	4	4	4	5
1434116_at	7	5	8	81	20	17
1434117_at	158	7	608	8	135	107
1434118_at	307	48	125	465	83	7
1434119_at	502	419	147	42	42	21
1434120_a_at	1076	2220	1276	1192	2374	1722
1434121_at	1027	869	529	138	51	78
1434122_at	5	6	6	6	5	6
1434123_at	36	70	70	69	91	70
1434124_x_at	1014	2035	1366	1308	664	595
1434125_at	13	370	8	619	186	13
1434126_at	619	1104	844	189	260	310
1434127_a_at	5810	5924	5030	7435	9753	9610
1434128_a_at	219	584	221	17	71	103
1434129_s_at	540	89	171	177	43	35
1434130_at	382	322	242	12	8	540
1434131_at	32	11	18	12	12	11
1434132_at	245	472	132	150	233	125
1434133_s_at	12	140	8	8	8	13
1434134_at	1936	1939	366	1815	2276	2944
1434135_at	9	10	10	9	9	10
1434136_at	482	231	291	43	24	16
1434137_x_at	6	6	6	6	6	7
1434138_at	11	82	10	123	116	57
1434139_at	18	66	14	25	124	188
1434140_at	50	89	29	6	6	30
1434141_at	282	121	16	45	9	6
1434142_at	27	25	13	38	69	46
1434143_at	19	21	16	21	162	56
1434144_s_at	18	9	94	30	9	6
1434145_s_at	577	113	465	524	226	46
1434146_at	1541	1283	354	6	79	19
1434147_at	5	5	5	5	5	5
1434148_at	429	351	387	774	751	1125
1434149_at	1531	2664	1200	2513	3466	4281
1434150_a_at	3677	1059	787	503	690	367
1434151_at	1185	1437	1918	276	369	86
1434152_at	5	6	5	5	5	6
1434153_at	5	14	5	7	5	5
1434154_at	39	43	184	19	21	5
1434155_a_at	298	60	260	225	152	161
1434156_at	488	453	126	426	78	27
1434157_at	115	37	112	152	138	85
1434158_at	10	10	8	41	79	12
1434159_at	17	179	24	518	275	153
1434160_at	9	5	6	5	5	5
1434161_at	325	181	38	9	13	24
1434162_at	308	150	762	115	77	85
1434163_at	6	7	6	6	6	7
1434164_s_at	5	5	5	5	5	5
1434165_at	17	5	5	5	5	5
1434166_at	5	26	5	5	9	10
1434167_at	8	7	6	6	6	6
1434168_at	5	11	17	116	40	7
1434169_at	13	5	5	5	5	5
1434170_at	357	5	5	5	17	87
1434171_at	23	78	24	6	19	95
1434172_at	56	131	59	6	22	6
1434173_s_at	20	9	140	168	508	711
1434174_at	12	17	17	16	15	103
1434175_s_at	229	18	18	15	16	17
1434176_x_at	910	330	145	963	938	350
1434177_at	177	488	191	6	6	21
1434178_at	636	82	907	463	698	748
1434179_at	416	1516	949	409	548	923
1434180_at	2389	2192	3017	778	415	364
1434181_at	2657	3337	4231	410	602	471
1434182_at	5	5	5	5	5	5
1434183_at	68	69	30	462	358	165
1434184_s_at	256	284	857	1632	1695	894
1434185_at	761	981	152	1176	764	741
1434186_at	340	143	333	38	28	76
1434187_at	602	949	672	875	332	370
1434188_at	6	20	6	6	6	7
1434189_at	186	282	692	444	817	1085
1434190_at	130	8	54	62	104	577
1434191_at	165	754	361	6	7	7
1434192_at	74	23	46	46	23	29
1434193_at	5	5	5	5	36	5
1434194_at	2705	2092	3084	4778	4095	4645
1434195_at	58	6	80	5	5	6
1434196_at	103	5	5	5	5	5
1434197_at	277	221	60	10	17	19
1434198_at	6	6	64	6	6	6
1434199_at	5	5	5	5	5	5
1434200_at	21	20	136	20	31	38
1434201_at	242	249	200	9	46	68
1434202_a_at	16116	18982	18187	4156	3596	1519
1434203_at	11469	14584	13546	2920	1542	519
1434204_x_at	5	7	5	15	10	17
1434205_at	184	117	53	20	46	87
1434206_s_at	14	22	79	93	6	13
1434207_at	202	196	309	189	311	274
1434208_at	34	75	333	34	164	49
1434209_at	5	5	5	5	9	261
1434210_s_at	4127	2884	3863	239	311	436
1434211_at	13	6	6	5	5	6
1434212_at	5	6	5	5	5	5
1434213_x_at	727	1180	194	410	649	332
1434214_at	259	165	141	469	136	242
1434215_at	74	259	109	303	616	467
1434216_a_at	341	642	110	28	156	47
1434217_at	119	57	15	114	202	61
1434218_at	7	6	15	6	7	19
1434219_at	105	5	55	131	169	65
1434220_at	22	124	1630	48	99	218
1434221_at	34	15	7	21	19	7
1434222_at	239	36	14	484	171	85
1434223_at	653	152	606	151	341	111
1434224_at	79	39	13	93	699	213
1434225_at	563	525	350	255	44	13
1434226_at	10	5	5	5	5	5
1434227_at	5	5	5	5	5	5
1434228_at	83	12	92	53	78	113
1434229_a_at	1666	37	261	229	108	402
1434230_at	1069	109	430	436	105	95
1434231_x_at	6488	3228	5321	15482	15568	13272
1434232_a_at	2030	2037	85	2307	993	1423
1434233_at	23	110	1373	26	136	26
1434234_at	5	5	5	5	5	5
1434235_at	1580	1548	820	164	380	484
1434236_at	33	61	23	8	13	27
1434237_at	5	5	8	5	5	5
1434238_at	196	119	107	187	464	303
1434239_at	5	6	44	7	6	6
1434240_at	5	6	6	329	94	111
1434241_at	13	188	20	115	408	1073
1434242_at	74	112	236	1852	239	982
1434243_s_at	6	5	5	5	5	6
1434244_x_at	6	5	5	7	6	6
1434245_a_at	175	57	26	315	46	29
1434246_at	139	5	24	444	550	1359
1434247_at	5	5	5	5	5	5
1434248_at	5	4	4	4	4	4
1434249_s_at	2677	3595	4009	496	406	140
1434250_at	124	14	20	111	30	476
1434251_at	113	301	235	628	1100	1020
1434252_at	579	188	75	29	13	57
1434253_s_at	769	1438	2013	91	1318	32
1434254_at	263	880	479	637	832	107
1434255_at	494	326	188	171	80	68
1434256_s_at	807	577	672	15	80	9
1434257_s_at	360	14	77	118	282	233
1434258_s_at	376	153	15	214	217	212
1434259_at	5	5	5	5	5	5
1434260_at	16	244	146	44	93	75
1434261_at	140	69	56	94	147	67
1434262_at	7	5	38	9	7	27
1434263_at	8	7	7	7	14	35
1434264_at	1941	2423	2662	1384	568	469
1434265_s_at	3098	3885	3909	512	962	622
1434266_at	6	5	6	5	5	5
1434267_at	48	10	7	96	125	21
1434268_at	57	11	6	6	23	10
1434269_at	75	7	18	14	29	30
1434270_at	48	8	14	229	115	150
1434271_at	22	12	85	193	33	22
1434272_at	142	218	268	13	6	20
1434273_at	41	22	53	215	22	127
1434274_at	1686	200	328	420	949	747
1434275_at	5	5	5	5	5	5
1434276_x_at	2745	1079	3498	1667	1026	893
1434277_a_at	859	148	53	13	26	427
1434278_at	2152	2520	2256	1280	1346	282
1434279_at	47	97	129	94	85	531
1434280_at	61	62	43	133	27	93
1434281_at	342	6	561	56	277	151
1434282_at	30	7	6	18	51	7
1434283_at	27	258	5	49	28	5
1434284_at	90	9	137	11	114	122
1434285_at	3090	4174	2215	987	1456	1260
1434286_at	2749	1082	2497	2880	696	1443
1434287_at	1113	344	987	58	154	116
1434288_at	24	501	29	30	79	511
1434289_at	5	5	5	6	5	5
1434290_at	49	48	132	91	200	17
1434291_a_at	130	445	779	410	1450	468
1434292_at	5	5	5	5	5	8
1434293_at	6	10	6	6	5	6
1434294_at	536	941	596	526	578	445
1434295_at	827	343	181	7	55	5
1434296_at	28	33	4	37	67	4
1434297_at	926	597	1226	236	104	217
1434298_at	312	129	40	879	855	1444
1434299_x_at	1960	1231	687	657	564	1177
1434300_at	1099	638	597	1552	1850	389
1434301_at	81	32	25	20	9	17
1434302_at	7	212	7	260	72	8
1434303_at	6	11	8	86	200	8
1434304_s_at	607	269	1013	601	1012	1064
1434305_at	192	247	10	65	114	135
1434306_at	28	22	26	120	197	41
1434307_at	20	32	10	24	20	11
1434308_at	1114	458	1138	334	179	32
1434309_at	21	17	81	14	38	17
1434310_at	1439	1354	435	1761	1241	1210
1434311_at	17	20	8	39	80	32
1434312_at	364	367	14	795	1272	852
1434313_at	33	43	6	5	5	5
1434314_s_at	504	273	661	7	122	6
1434315_at	12	133	6	6	5	6
1434316_at	1786	1446	1445	292	1379	663
1434317_s_at	12	5	5	7	34	5
1434318_a_at	71	62	204	228	70	9
1434319_at	6	6	6	6	6	6
1434320_at	225	242	542	686	597	1648
1434321_at	4	4	4	4	4	5
1434322_at	312	147	527	8	8	9
1434323_at	5	5	5	5	5	5
1434324_x_at	5	5	5	5	6	6
1434325_x_at	6	336	83	5	6	6
1434326_x_at	332	607	238	99	128	167
1434327_at	5	5	5	5	5	5
1434328_at	353	609	41	2944	3006	2475
1434329_s_at	1161	803	633	353	380	630
1434330_at	193	45	29	14	41	18
1434331_at	439	293	388	296	945	2069
1434332_at	100	135	7	451	656	245
1434333_a_at	259	6	6	14	6	200
1434334_at	5	6	5	8	5	183
1434335_at	839	921	1001	821	886	854
1434336_s_at	14	24	25	18	104	147
1434337_at	1598	229	285	521	856	904
1434338_at	62	51	26	12	62	402
1434339_at	232	298	8	2085	1588	1186
1434340_at	22	1705	801	230	6	125
1434341_x_at	88	2020	1061	283	45	244
1434342_at	1344	65	264	10	44	27
1434343_at	141	35	5	5	17	5
1434344_at	70	6	19	122	81	496
1434345_at	5	5	5	5	5	5
1434346_at	61	143	35	50	8	32
1434347_s_at	52	17	7	21	6	6
1434348_at	475	25	712	5	56	246
1434349_at	5	5	5	5	10	36
1434350_at	7	6	6	6	7	6
1434351_at	473	171	175	556	218	536
1434352_at	18	51	31	4	14	22
1434353_at	30	5	5	5	5	6
1434354_at	511	648	1452	21	87	12
1434355_at	317	1133	490	372	414	1078
1434356_a_at	514	788	303	1022	1139	1172
1434357_a_at	46	126	26	507	429	956
1434358_x_at	11802	8798	14416	13315	14014	16262
1434359_at	26	5	6	7	5	5
1434360_s_at	238	275	150	222	370	210
1434361_at	15	406	8	63	25	8
1434362_at	1427	1152	1363	377	67	215
1434363_x_at	5	6	6	6	6	7
1434364_at	6	6	6	6	5	6
1434365_a_at	6	6	9	81	60	187
1434366_x_at	90	87	8	25	58	393
1434367_s_at	4591	2120	5365	6712	8509	10716
1434368_at	12	13	13	12	12	13
1434369_a_at	3415	4437	4527	116	6	1114
1434370_s_at	387	212	17	46	318	47
1434371_x_at	213	773	163	661	808	432
1434372_at	8	5	5	5	5	100
1434373_at	298	251	302	111	106	65
1434374_at	328	577	357	49	204	147
1434375_at	554	596	260	10	178	85
1434376_at	8	6	6	5	6	6
1434377_x_at	5029	1299	6538	13916	12043	12311
1434378_a_at	1437	212	1790	332	430	523
1434379_at	14	23	14	18	8	40
1434380_at	66	783	266	96	19	6
1434381_at	5	5	6	41	71	5
1434382_at	5	5	5	14	8	10
1434383_at	444	491	212	198	124	142
1434384_at	80	181	180	82	69	221
1434385_at	382	93	513	34	16	8
1434386_at	1397	310	450	863	305	282
1434387_at	563	354	639	7	168	84
1434388_at	6	5	15	7	49	22
1434389_at	84	29	60	142	116	77
1434390_at	63	272	173	405	112	7
1434391_at	357	831	971	459	560	415
1434392_at	313	639	38	124	208	479
1434393_at	239	259	450	1731	344	209
1434394_at	90	1362	72	351	352	390
1434395_at	26	11	9	9	21	5
1434396_a_at	2950	2281	5271	3311	3172	3002
1434397_at	1216	785	550	213	186	50
1434398_at	8	8	10	6	79	11
1434399_at	12	56	99	6	4	12
1434400_at	15	23	96	720	817	180
1434401_at	14	7	9	7	44	8
1434402_at	1754	1266	2133	912	1384	1712
1434403_at	198	138	815	168	573	102
1434404_at	241	20	173	14	23	49
1434405_at	143	30	180	17	358	72
1434406_at	59	24	18	38	106	98
1434407_at	11	158	41	56	168	108
1434408_at	399	165	56	14	227	207
1434409_at	5	6	6	5	6	19
1434410_at	20	26	20	91	183	633
1434411_at	5	5	5	5	5	5
1434412_x_at	148	608	459	2543	1423	896
1434413_at	5	5	5	5	5	5
1434414_at	448	39	337	138	121	296
1434415_at	142	27	25	28	27	7
1434416_a_at	82	691	101	6	33	7
1434417_at	6	8	17	6	6	163
1434418_at	34	5	5	108	31	153
1434419_s_at	487	483	478	1991	1549	504
1434420_x_at	951	2524	906	1231	2000	1838
1434421_at	5	5	5	5	5	5
1434422_at	245	36	181	9	56	74
1434423_at	73	84	61	13	18	6
1434424_at	8	7	21	27	9	8
1434425_at	6	7	6	6	6	6
1434426_at	67	36	44	90	294	364
1434427_a_at	766	2809	369	253	1762	2500
1434428_at	6	6	6	6	31	6
1434429_at	139	17	6	6	6	7
1434430_s_at	288	106	401	5	5	6
1434431_x_at	189	127	81	6	6	7
1434432_at	172	496	410	161	609	584
1434433_x_at	283	5	38	21	21	6
1434434_s_at	261	192	7	325	435	847
1434435_s_at	2661	2574	6808	2383	4525	1792
1434436_at	6	5	5	5	5	5
1434437_x_at	394	283	498	7166	8547	8597
1434438_at	24	25	24	41	144	116
1434439_at	85	85	103	94	37	26
1434440_at	225	418	447	51	39	37
1434441_at	83	31	74	4	56	60
1434442_at	5	5	5	5	5	5
1434443_at	338	38	246	271	246	2949
1434444_s_at	183	65	454	235	245	1529
1434445_at	141	12	67	179	594	865
1434446_at	64	407	48	117	63	7
1434447_at	5	5	5	5	5	5
1434448_at	15	5	4	4	9	18
1434449_at	13825	14231	11570	2435	1779	39
1434450_s_at	370	167	162	1105	150	186
1434451_at	50	64	88	44	29	72
1434452_x_at	14	22	10	21	35	80
1434453_at	173	63	25	216	139	87
1434454_at	36	26	36	22	14	46
1434455_at	179	35	25	30	35	21
1434456_at	5	5	5	5	31	5
1434457_at	7	8	7	7	7	7
1434458_at	5	5	5	5	5	5
1434459_at	1145	148	528	1634	1007	2699
1434460_at	141	6	12	57	57	93
1434461_at	32	239	306	6	9	187
1434462_at	15	12	17	34	20	24
1434463_at	5	16	8	5	5	5
1434464_at	4	5	5	4	4	5
1434465_x_at	407	1615	171	37	297	9
1434466_at	27	5	5	5	5	5
1434467_at	6	5	5	5	5	5
1434468_at	2274	1219	2002	1377	3293	2244
1434469_at	40	46	308	500	613	1077
1434470_at	5	5	5	5	5	5
1434471_at	74	577	4161	1902	1458	1214
1434472_at	1443	1662	1071	225	12	308
1434473_at	5	5	5	5	5	5
1434474_at	567	259	694	6	49	231
1434475_at	5	5	5	12	13	29
1434476_at	15	8	6	49	14	8
1434477_at	7	19	63	7	25	42
1434478_at	45	139	155	60	114	66
1434479_at	5	5	5	5	5	5
1434480_at	375	332	167	469	166	518
1434481_at	7	6	5	113	16	6
1434482_at	219	52	233	543	138	70
1434483_at	34	10	28	513	187	34
1434484_at	5	5	6	5	5	5
1434485_a_at	3032	3435	5751	400	565	1161
1434486_x_at	3249	3175	5042	477	775	504
1434487_at	588	56	53	51	107	191
1434488_at	13	123	399	776	128	467
1434489_at	6	6	16	6	6	6
1434490_at	8	6	6	6	6	7
1434491_a_at	6842	5119	6166	5414	7207	6610
1434492_at	600	700	847	21	47	24
1434493_at	6	6	6	5	6	6
1434494_at	5	5	5	5	5	5
1434495_at	5	5	23	5	5	11
1434496_at	5	6	6	6	5	6
1434497_at	830	259	127	105	159	41
1434498_at	147	141	148	268	299	227
1434499_a_at	15654	16267	12419	5777	6910	6604
1434500_at	2359	1412	2811	133	59	245
1434501_at	51	5	5	5	5	5
1434502_x_at	6	6	6	6	6	6
1434503_s_at	6967	9664	6078	1813	1867	1587
1434504_at	6	6	6	6	14	165
1434505_a_at	45	45	45	45	46	45
1434506_at	13	13	10	14	19	59
1434507_at	35	71	63	44	23	9
1434508_at	26	19	29	26	35	29
1434509_at	99	110	5	66	174	206
1434510_at	1457	3298	577	114	95	17
1434511_at	1162	1108	563	266	218	263
1434512_x_at	505	752	537	1840	1872	2135
1434513_at	150	339	16	265	142	266
1434514_at	109	199	98	287	241	214
1434515_at	2024	915	946	1067	1266	918
1434516_at	179	98	101	52	56	325
1434517_at	76	132	75	19	62	20
1434518_at	179	5	8	38	34	27
1434519_at	5	5	5	5	5	5
1434520_at	8	11	34	9	10	9
1434521_at	38	42	31	102	93	207
1434522_at	17	17	16	8	6	77
1434523_x_at	1854	3019	1894	5075	5912	6202
1434524_at	23	9	48	17	36	30
1434525_at	6	19	6	6	15	90
1434526_at	12	6	6	6	71	6
1434527_at	5	5	5	5	5	5
1434528_at	5	5	5	173	72	168
1434529_x_at	668	1610	204	49	173	554
1434530_at	189	6	6	6	6	6
1434531_at	14	7	5	5	5	5
1434532_at	26	79	27	25	23	86
1434533_x_at	5	5	5	5	5	5
1434534_at	6	6	6	6	6	7
1434535_at	5	47	5	5	5	10
1434536_at	6	6	6	6	6	6
1434537_at	60	30	6	5	5	5
1434538_x_at	784	1080	254	131	518	415
1434539_at	88	64	10	6	26	6
1434540_a_at	731	1084	220	1705	1564	501
1434541_x_at	2695	2048	1231	4777	5494	5387
1434542_at	375	16	328	245	234	61
1434543_a_at	1619	407	311	4664	4178	2955
1434544_at	215	169	57	1389	939	568
1434545_x_at	319	200	71	1229	1027	703
1434546_at	294	395	236	365	51	52
1434547_at	772	7	1279	41	317	70
1434548_at	178	266	504	75	247	163
1434549_at	229	84	316	445	239	190
1434550_at	1651	2861	39	41	520	212
1434551_at	411	535	205	645	817	1041
1434552_at	5	166	23	41	13	5
1434553_at	188	237	183	12	14	5
1434554_at	37	395	39	292	263	134
1434555_at	159	218	1502	1222	1392	264
1434556_at	1042	571	4342	205	366	52
1434557_at	150	590	84	130	505	671
1434558_at	232	220	366	66	79	117
1434559_at	5	5	5	5	5	5
1434560_at	108	150	93	518	140	120
1434561_at	382	153	741	284	732	1224
1434562_at	1298	447	215	54	445	1934
1434563_at	90	10	436	192	85	10
1434564_at	156	180	136	234	922	192
1434565_at	533	249	187	237	87	218
1434566_a_at	53	15	135	7	5	5
1434567_at	6	5	27	5	5	5
1434568_at	9	8	31	123	309	26
1434569_at	5	5	12	23	14	5
1434570_at	9	9	14	222	263	109
1434571_at	7	63	34	7	28	4
1434572_at	9	14	19	76	80	35
1434573_at	5	6	6	5	5	6
1434574_at	5	5	5	146	5	6
1434575_at	6	15	140	6	21	46
1434576_at	5	4	4	5	4	12
1434577_at	45	29	15	722	704	40
1434578_x_at	2804	2227	3588	7829	9013	9407
1434579_x_at	2759	1810	463	663	1129	869
1434580_at	65	188	169	92	67	1802
1434581_at	16	33	5	5	19	5
1434582_at	8	5	5	5	5	48
1434583_at	6	6	6	6	6	6
1434584_a_at	5	5	5	5	5	5
1434585_at	6	325	33	327	110	15
1434586_a_at	187	60	177	27	82	41
1434587_x_at	425	169	296	78	192	58
1434588_x_at	5	5	5	6	5	6
1434589_x_at	199	41	168	124	31	30
1434590_at	173	6	6	6	5	6
1434591_at	38	7	10	5	15	10
1434592_at	5	5	5	5	5	5
1434593_at	118	546	247	56	29	607
1434594_at	4	4	4	4	4	4
1434595_at	1001	492	859	40	77	18
1434596_at	34	31	40	18	16	20
1434597_at	236	291	73	1332	809	49
1434598_at	521	227	912	1449	853	930
1434599_a_at	187	137	460	36	84	21
1434600_at	360	649	1994	131	439	49
1434601_at	69	88	85	7	17	19
1434602_at	83	198	257	68	80	704
1434603_at	25	54	167	33	133	384
1434604_at	184	228	51	367	339	576
1434605_at	89	420	608	559	1259	748
1434606_at	77	120	855	202	7	7
1434607_at	10	7	17	120	93	10
1434608_at	8	37	5	16	30	5
1434609_at	25	117	124	274	318	1318
1434610_at	409	135	220	23	135	344
1434611_at	529	308	399	76	370	128
1434612_s_at	744	246	4	86	164	4
1434613_at	1071	1436	956	601	940	2695
1434614_at	5	5	5	5	5	5
1434615_x_at	6	6	6	6	6	6
1434616_at	5	5	5	5	5	5
1434617_x_at	6	6	4	7	9	6
1434618_at	45	18	219	210	97	110
1434619_at	56	7	6	7	9	10
1434620_s_at	410	149	142	341	207	64
1434621_at	5	5	5	5	5	5
1434622_at	22	44	12	22	16	7
1434623_at	5	5	5	5	5	5
1434624_x_at	5288	4924	6210	9305	9973	12228
1434625_at	14	177	7	21	5	6
1434626_at	13	11	6	6	5	5
1434627_at	56	40	30	25	47	31
1434628_a_at	54	26	100	6	6	8
1434629_at	9	9	604	107	94	9
1434630_at	203	1379	926	888	616	329
1434631_at	34	181	47	76	30	25
1434632_at	70	258	19	51	4	5
1434633_at	168	819	46	67	80	61
1434634_at	5	5	5	5	5	5
1434635_at	6	9	5	4	4	46
1434636_at	6	129	6	6	6	146
1434637_x_at	1626	1190	443	1510	1121	341
1434638_at	35	6	6	5	5	6
1434639_at	5	5	5	5	5	5
1434640_at	13	6	6	5	6	7
1434641_x_at	2138	2187	1365	30	25	1982
1434642_at	7277	7632	8671	1701	383	1354
1434643_at	1153	1908	1343	2458	1913	1657
1434644_at	211	105	262	140	251	523
1434645_at	12	5	5	21	90	124
1434646_s_at	1446	325	881	2164	1561	1063
1434647_at	5	5	5	5	5	5
1434648_a_at	326	9	6	237	290	137
1434649_at	46	14	12	104	54	27
1434650_at	1370	311	261	2740	2224	520
1434651_a_at	7	14	14	11	13	24
1434652_at	10	8	9	10	9	12
1434653_at	294	9	8	5	7	104
1434654_at	216	300	584	44	42	29
